"","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01"
"060830011",30.4827586206897,40.3928571428571,39.7741935483871,43.3793103448276,48.4516129032258,40.6071428571429,37.0769230769231,33.8709677419355,39.0434782608696,42.5384615384615,38.1666666666667,34.9333333333333
"060831008",30.1935483870968,37.8214285714286,39.741935483871,40.4333333333333,41.741935483871,32.4666666666667,26.5806451612903,26.4516129032258,33.4333333333333,36.2,32,30.1724137931034
"060831013",41.6129032258064,49.0357142857143,48.6129032258064,49.8666666666667,51.8709677419355,40.5666666666667,34.6,33.7096774193548,42.7333333333333,46.8709677419355,46.2,45.1
"060831014",36.4516129032258,42.25,41.4333333333333,43.2758620689655,48.5161290322581,42.6666666666667,41.6451612903226,44.1935483870968,50.5666666666667,45.258064516129,38.1666666666667,36.1666666666667
"060831018",28.2258064516129,36.2222222222222,40.1333333333333,39.7,43.4193548387097,35.3,31.4193548387097,30.0322580645161,36.9666666666667,38.7096774193548,36.6,33.2666666666667
"060831021",37.5,44.75,45.2903225806452,48,53.9,43.8,39.8387096774194,40.1612903225806,47.9,45.4827586206897,40.0666666666667,38.7333333333333
"060831025",42.0322580645161,44.3461538461538,41,43.5357142857143,47.1785714285714,43.2413793103448,38.9032258064516,38.8709677419355,43.5666666666667,44.6129032258064,42.4333333333333,40.5666666666667
"060832004",30.4838709677419,37.2962962962963,38.4666666666667,39.8333333333333,39.741935483871,32.3571428571429,26.6774193548387,27.5806451612903,35.3333333333333,38.25,34.7666666666667,30.0714285714286
"060832011",30.1612903225806,37.962962962963,37.9032258064516,41.4333333333333,44.8333333333333,37.2,32.6451612903226,32.3225806451613,39.3333333333333,39.1612903225806,33.3,30.2333333333333
"060833001",33.6451612903226,40.5,40.3225806451613,42.2,46.0967741935484,36.4333333333333,33.4193548387097,32.7096774193548,41.3333333333333,40.9677419354839,36.2,32.8
"060834003",41.0645161290323,45.5217391304348,45.3793103448276,47.4666666666667,48.741935483871,39.3666666666667,27.5666666666667,29.4516129032258,38.3793103448276,42.8709677419355,42.3333333333333,41.0357142857143
